id,category,value,active
144,HR,857.2538076447266,False
145,HR,763.8455711444685,True
146,HR,897.3344009096188,True
147,HR,405.2424324356507,False
148,Tech,797.4130757474511,True
149,Operations,850.5954278074794,True
150,HR,997.2360057177132,False
151,Finance,788.1253902416458,False
152,Finance,865.7205453989985,False
153,Finance,338.6830800605723,False
154,Finance,686.3302841212795,False
155,Tech,678.5147938290627,False
156,Finance,604.2409422093187,False
157,HR,965.2278765372354,False
158,Sales,446.497336237139,False
159,Finance,874.560438284555,True
160,Tech,103.16076872371335,False
161,Tech,439.1423610425425,False
162,Finance,119.29046880115139,True
163,Sales,614.386577844715,False
164,Finance,612.7509371769172,True
165,Tech,379.3768834735052,True
166,Operations,910.8062177574068,True
167,HR,204.3513162404824,True
168,Tech,491.0570285936735,False
169,Finance,610.5561746631985,True
170,HR,238.33775203557946,False
171,Finance,828.345237288014,True
172,Finance,482.814631216314,True
173,Operations,547.001096974577,True
174,HR,436.11637513033696,True
175,HR,625.7430871861903,True
176,Operations,823.289957933867,True
177,Tech,368.45940427426905,True
178,Finance,339.14944825849,True
179,Sales,916.2999392426724,True
180,Finance,999.3046705090095,False
181,Finance,266.4202911219762,False
182,Tech,256.19681005316977,True
183,Finance,190.5965380423087,True
184,Operations,328.12279596143844,True
185,Operations,521.5485849976943,True
186,HR,54.60282386739195,False
187,Sales,278.93895881993944,True
188,Finance,865.6114199555981,False
189,Finance,167.66210411481615,True
190,Tech,846.0645970335806,True
191,Operations,581.9880410773388,True
192,Sales,301.9817505745851,False
193,HR,483.2384624765946,False
194,Operations,212.3339827896772,True
195,HR,616.2253745355816,False
196,Tech,127.64189563388796,False
197,Tech,630.483199717105,False
198,Finance,501.2841449194797,False
199,Sales,51.07379810885422,True
200,HR,932.5766978785333,True
201,Operations,78.14751212528293,True
202,Tech,859.2439182399784,False
203,Finance,292.29946651128023,False
204,Finance,982.9663858560717,True
205,HR,999.7299962673375,True
206,Tech,271.65991313532794,True
207,Sales,289.5169524778323,False
208,Tech,855.655442914459,False
209,HR,183.57283682626135,False
210,HR,53.20908737900457,True
211,Tech,648.4075557552585,True
212,HR,308.3206534620588,False
213,Tech,400.3664420381697,False
214,Operations,475.1325429567024,True
215,Tech,302.55025647002384,False
216,Tech,162.76612398634154,False
217,HR,722.4168760329384,False
218,HR,518.2876623263669,False
219,Finance,780.258108498991,False
220,Finance,911.4625323788647,False
221,Operations,264.867824918381,False
222,Finance,900.15849893819,False
223,Tech,958.751142096928,False
224,HR,332.77110483966413,False
225,Finance,861.6021811785471,False
226,Finance,309.06325420941596,True
227,Operations,845.2070287463765,True
228,Operations,911.8303383799156,True
229,Tech,969.4631101521064,False
230,HR,594.9352631989676,True
231,Operations,569.6878463304605,True
232,Finance,146.32247412341275,False
233,HR,562.4839846875102,True
234,HR,847.265023323594,False
235,Finance,58.682002979718064,True
236,Operations,913.294216212709,True
237,Finance,597.3809127640783,False
238,HR,660.2935590387162,True
239,Sales,743.40488027217,False
240,Sales,932.0326350823691,True
241,Tech,709.6313545516738,False
242,Finance,467.9151007595199,False
243,Finance,865.8037237295582,True
244,Tech,953.3222719561905,True
245,Tech,640.1480057410562,False
246,Tech,776.763619371887,True
247,HR,574.8149084487634,False
248,Finance,155.5002861024171,False
249,HR,630.369823403048,True
250,Tech,591.2928360878486,True
251,Finance,525.2971416134556,True
252,HR,586.2241005877124,False
253,HR,372.1302437680769,True
254,Tech,811.3721782962256,False
255,Finance,280.95623602407807,True
256,Tech,460.4560808230804,False
257,Finance,727.8555134348532,False
258,Sales,584.1786117417411,False
259,Operations,173.97854297889296,True
260,Operations,520.6593805704833,False
261,Operations,759.5681669040232,False
262,Tech,116.86508940130733,False
263,Sales,859.0791292333848,True
264,Finance,535.6613463920788,True
265,HR,551.8606179423299,False
266,Finance,585.8077432111027,False
267,HR,281.38763685845566,True
268,Finance,411.7265561131289,True
269,Sales,685.4485316386729,False
270,HR,425.2434209778197,True
271,Tech,940.9783529846048,False
272,Finance,911.0263353091423,True
273,Finance,217.19845056471596,True
274,HR,238.63947622639748,False
275,Tech,440.4701162723716,False
276,Tech,603.9935674754504,False
277,Sales,888.2894499562409,True
278,Tech,169.31097975606565,False
279,Tech,805.6043072105724,True
280,Tech,165.3643980606396,False
281,Operations,577.5900689057639,False
282,Sales,600.5760225508593,False
283,Finance,965.8117635524443,False
284,HR,764.2443446683482,True
285,Finance,737.1870096752656,True
286,Sales,73.77032526284924,False
287,HR,768.4145737875142,True
288,Sales,694.2068286497547,False
289,Tech,695.2227908331465,True
290,HR,98.1267573740174,False
291,Tech,422.3134871911564,False
292,Finance,159.10550917141097,False
293,Finance,916.4234939744482,True
294,HR,398.51918196761187,True
295,HR,882.4112798734446,False
296,Sales,351.8521543684797,False
297,Sales,687.6062912440287,False
298,Tech,58.98234216720301,False
299,HR,712.749131479701,True
300,Finance,712.4153510909512,False
301,Sales,180.94224000130316,False
302,Sales,475.0812796877314,True
303,Finance,699.0540970133175,True
304,Sales,554.2936643895143,True
305,Tech,929.1144284600222,False
306,HR,250.31413533895667,True
307,Finance,966.8224731952239,False
308,HR,518.3319559155118,False
309,Sales,999.7656163915425,True
310,Sales,455.0299932053502,False
311,Finance,875.2779075479067,True
312,Tech,844.3368018381211,True
313,Operations,561.9657664348675,False
314,Finance,774.5458068201701,False
315,Operations,755.6590256656089,True
316,Operations,176.08084797451042,True
317,Tech,747.7226396634883,False
318,Operations,740.5315240057,True
319,Operations,458.8941423853253,True
320,Tech,196.03273440326322,True
321,Operations,478.65511159502296,False
322,Operations,759.561474951398,True
323,Operations,885.6431744772632,True
324,Finance,400.50566785078064,True
325,Finance,371.19164761864266,False
326,Finance,236.9520172186831,True
327,Tech,398.43442914899225,False
328,Sales,276.9747082445592,False
329,Operations,369.91064915403825,True
330,Operations,563.5181528003262,False
331,Tech,589.5129113277892,False
332,Operations,754.4774557139212,False
333,Finance,983.8651107705668,False
334,Sales,135.07868759164757,False
335,HR,273.81895330415864,True
336,Operations,439.3699947343076,False
337,Finance,969.2315404237141,True
338,HR,317.20802875813655,False
339,Sales,883.3683761742469,False
340,HR,435.6784114247605,False
341,Finance,960.7640019263999,False
342,HR,84.47465770174634,False
343,Tech,279.8608746531127,False
344,HR,87.0533775212187,False
345,Operations,764.0901898442718,True
346,Operations,669.3410771362418,False
347,Tech,270.44116407829694,False
348,Finance,102.33559466659486,True
349,Operations,802.6243502656401,False
350,Sales,771.9495117038282,True
351,Operations,923.3840951249362,False
352,Operations,208.8297409729245,False
353,Finance,595.2816056797132,False
354,HR,922.2794072716121,True
355,Operations,245.27020329080156,True
356,Tech,626.9660836666782,True
357,HR,626.7489897252664,True
358,Sales,89.71456156912352,True
359,Finance,793.1387511740677,True
360,Sales,800.03311619477,True
361,HR,232.10827859465414,True
362,HR,90.3962937369222,True
363,HR,734.0250846615195,True
364,Sales,178.07235237795936,False
365,HR,704.9827789816966,True
366,Sales,192.7829475515266,True
367,HR,867.3141914129357,False
368,Tech,630.9085630526217,False
369,HR,597.933519825926,False
370,Sales,557.6090595544583,False
371,Operations,89.18471290078006,True
372,HR,846.8453526180293,True
373,Operations,480.5153856200167,False
374,Tech,401.5588692158922,True
375,Finance,649.4578210686707,False
376,Tech,524.7739625132494,False
377,HR,323.15863778678874,True
378,Operations,190.74910936856708,True
379,Operations,146.27406901815777,False
380,Sales,274.6776347959278,False
381,Operations,876.6042239994943,False
382,Sales,154.33672855412436,False
383,Finance,824.4668503347605,True
384,HR,874.7913130816393,False
385,Sales,833.812949322897,True
386,Finance,870.4044531028259,True
387,Operations,254.27269668796217,True
388,Operations,995.6526198604055,False
389,Finance,565.6803164680596,False
390,Operations,820.0981621000004,False
391,Finance,510.96763981187553,False
392,Sales,231.38404484587073,True
393,Sales,853.8618410153457,False
394,Finance,516.105891840494,True
395,Sales,973.6613903569706,False
396,Sales,820.7543104136691,False
397,Sales,762.9739930342183,False
398,Tech,733.1807859384144,False
399,HR,628.6900676880479,True
400,Operations,902.3804379956489,True
401,Tech,640.0200719335918,False
402,Sales,996.1841002214787,False
403,Finance,546.2881473610036,False
404,Sales,127.67312100698207,True
405,HR,769.5588700709375,True
406,Sales,91.78620098733586,True
407,Finance,416.434433891012,False
408,HR,476.9622474835049,False
409,Sales,893.507394892152,False
410,HR,583.0367545991372,False
411,Operations,946.9070840393715,False
412,Operations,278.14205439546646,False
413,Sales,316.5280020026735,False
414,HR,396.9241974502047,False
415,Finance,743.3482584756732,False
416,Sales,696.1627370388924,False
417,Operations,245.51904014008528,True
418,Operations,433.532696704168,False
419,Sales,384.20664647699635,True
420,HR,771.3026899476678,True
421,Operations,399.59919102077964,True
422,HR,768.107307484716,False
423,Operations,570.9342515346206,False
424,Operations,945.4569936235357,True
425,Tech,978.7837253321542,False
426,Operations,648.0477896179127,True
427,Finance,923.6689794430453,False
428,Sales,735.5724120720067,True
429,Sales,693.9956478898927,True
430,HR,492.2258572719754,True
431,Operations,582.2254011111538,True
432,Finance,419.9559967115286,True
433,HR,216.22091366432744,False
434,Tech,928.4877831855193,True
435,HR,251.28123013647948,False
436,HR,564.829320104019,False
437,Operations,750.2431951742698,False
438,Tech,832.3550179879866,True
439,HR,387.82618012140193,False
440,Finance,674.9873887760042,True
441,Finance,471.0143404573453,True
442,Sales,830.6470216233384,True
443,Tech,674.3016805052714,False
444,Tech,94.40565431167337,True
445,Sales,629.4669755307875,True
446,HR,717.3003448510905,True
447,Tech,913.1965165110332,True
448,Finance,98.14496788637135,True
449,Finance,617.1789926733029,False
450,Operations,525.6928385723587,True
451,Tech,659.0554763086711,True
452,HR,777.0430034750915,True
453,Sales,177.6284856666008,False
454,Sales,564.8181208582666,True
455,HR,544.5775853824603,False
456,Operations,539.3600745256497,True
457,Sales,442.6772594447528,False
458,Tech,857.0880426071308,True
459,Operations,110.14385448264997,False
460,Tech,415.5944162882709,False
461,Finance,612.1679647819454,True
462,Operations,913.4711535593794,True
463,Sales,648.6299232672889,True
464,Operations,174.58713326026134,False
465,Operations,696.9222083274827,False
466,Operations,372.54535000901865,True
467,Operations,607.7018679041654,False
468,Tech,592.522651611082,False
469,Finance,213.7469015051926,True
470,HR,827.9272892488078,True
471,Operations,563.0693946182241,False
472,Sales,417.07370315122915,False
473,Operations,245.59078251514944,True
474,Sales,920.2341310348911,True
475,Tech,279.9489609789405,True
476,Sales,938.1455221370005,True
477,HR,564.355869652058,True
478,Finance,527.6822905471136,False
479,Sales,498.19020599896874,True
480,Sales,887.5753452767825,False
481,Finance,823.2841111491563,True
482,HR,692.4482003342135,True
483,Operations,547.6326495483006,False
484,Sales,673.9170387357825,True
485,Finance,281.03561322575354,True
486,Tech,522.009024077792,False
487,Finance,183.72405414822202,False
488,Tech,171.87878270196998,True
489,HR,723.2288038188701,False
490,Operations,945.8124878162101,False
491,Finance,812.3985031308683,True
492,Sales,942.017414756252,False
493,HR,260.7774777725442,True
494,Finance,298.58384077813446,False
495,Sales,452.68820754505157,False
496,Finance,414.0082262706208,False
497,Tech,333.18378830703887,False
498,Finance,327.7673044815799,True
499,Finance,917.407163874644,False
500,Finance,221.85547024549317,True
501,HR,880.6729130989979,False
502,Finance,534.4356922766026,False
503,Sales,930.5643706685861,False
504,Tech,66.9630665898109,False
505,Tech,260.8862299954071,False
506,Finance,523.9557553513312,True
507,HR,184.40343654385225,True
508,HR,254.2778994337568,False
509,Sales,500.5145444468186,False
510,Finance,779.3572123474987,True
511,Tech,796.0276352374638,False
512,HR,634.7966638378651,False
513,Finance,913.5631297097282,False
514,HR,647.939014536487,False
515,HR,72.62883387235334,False
516,Tech,542.0793722324627,True
517,Operations,969.2102194525808,True
518,Sales,673.3272959957599,False
519,Sales,703.9929408140512,True
520,Tech,158.42049102069663,True
521,HR,391.70960200205997,False
522,Finance,854.0548507703128,False
523,HR,154.8079442503227,False
524,Tech,847.2741819630426,True
525,Sales,594.4781037363306,True
526,HR,424.1698016160803,True
527,Sales,933.691814430477,False
528,Finance,77.97154642344879,True
529,Sales,930.4384350907859,False
530,Sales,884.4924105985043,True
531,Operations,987.5051593579213,False
532,Operations,445.89139211874806,False
533,Operations,487.65419499944784,True
534,Sales,720.0420919091077,True
535,Tech,154.7374786878408,False
536,Sales,281.3992547771293,False
537,Tech,469.900363883999,False
538,Tech,731.8212726501115,False
539,Operations,521.6349036724971,True
540,HR,268.08931845840743,True
541,Finance,327.18368057895503,False
542,Operations,762.186671344231,False
543,Operations,815.6104295384393,False
544,HR,464.3587404685683,True
545,Finance,233.6642225505392,True
546,Sales,596.1424894389834,True
547,Sales,430.1070783779746,False
548,Operations,656.9897153070384,False
549,Finance,833.6398477180051,False
550,Operations,551.643301823078,True
551,Tech,906.78421650654,False
552,Operations,400.2750293832577,False
553,Operations,506.75921867310217,True
554,Sales,592.1318128627656,True
555,Sales,732.9710313453646,False
556,Sales,552.30117269846,False
557,Tech,820.5521612638837,False
558,Sales,711.7876531799733,True
559,Finance,382.5344091658962,False
560,HR,657.9275913113308,True
561,Finance,350.86831425895343,True
562,Finance,730.7461884726014,False
563,Sales,670.7848646232212,True
564,HR,218.45817086380788,False
565,HR,715.50865177356,False
566,HR,174.16437839179991,False
567,Tech,137.34550353152432,True
568,Sales,660.6617349529079,False
569,HR,366.7369349156855,False
570,Tech,202.69811894422415,False
571,Operations,988.0539604790417,False
572,Operations,876.4330597139663,False
573,Tech,218.03136687347902,False
574,Tech,946.4278912979213,True
575,Sales,625.7402943608581,True
576,Sales,543.9003785950943,False
577,Operations,388.9959720453955,True
578,HR,355.3123298460866,True
579,Operations,147.8469197846832,True
580,HR,222.35140958321367,False
581,HR,305.63992513845074,False
582,Sales,749.4223498381773,False
583,Finance,961.9665108302755,True
584,Finance,492.2538768773927,True
585,Tech,402.49715277357126,True
586,Sales,866.1461731195712,False
587,HR,696.7120039179914,False
588,Finance,282.55950109979733,False
589,HR,561.2633554572897,True
590,Finance,889.3007384510847,True
591,Finance,676.9877641399725,False
592,Finance,404.283526537852,True
593,Sales,456.81192269838226,True
594,Operations,903.6719492619804,False
595,HR,722.656695490254,False
596,Sales,534.5452952541475,False
597,Sales,694.2277124861823,True
598,Sales,701.1507701207456,False
599,Sales,588.9682007662925,False
600,Sales,646.1755788544825,True
601,Tech,385.4176094580122,True
602,HR,382.1816544858314,False
603,Sales,372.2000079939798,True
604,HR,86.74625109596124,True
605,Tech,836.7647302621539,False
606,Tech,199.60614539732572,False
607,HR,139.48462495601638,False
608,Finance,451.7225450946246,True
609,Operations,505.3790955755151,True
610,Finance,300.0147496899928,False
611,Finance,958.723858380096,True
612,Finance,208.2948371387714,False
613,Sales,595.0635114301379,False
614,Tech,630.1278688554122,False
615,Finance,672.6874966712247,True
616,Tech,804.1802697379381,False
617,HR,871.7918771473433,False
618,Operations,327.09010353559836,False
619,HR,986.7253490155024,True
620,HR,443.22812489860985,False
621,Sales,794.9448970188657,False
622,Operations,88.88701108643102,False
623,HR,758.1202415922271,False
624,HR,838.9315478173046,True
625,Operations,152.92583207355545,True
626,Operations,340.7626394676483,True
627,HR,475.35643392689286,False
628,Operations,775.7433935039011,True
629,HR,553.1653166193821,True
630,HR,649.8333857060891,True
631,Sales,400.2567432281549,True
632,Finance,876.3261792398912,True
633,HR,398.13217207415204,False
634,Tech,500.5901419178515,True
635,Finance,470.0008346636516,False
636,Finance,796.3213605289008,False
637,Finance,829.9667880404783,False
638,Sales,910.5577232489876,False
639,HR,268.4036393009503,True
640,Sales,915.4763630514466,True
641,HR,325.3011601446,False
642,Sales,884.131563083857,True
643,Sales,864.2688255687643,True
644,Tech,482.0149074938335,True
645,Sales,808.5099781848071,False
646,Operations,756.1204469102051,False
647,Tech,92.74039621505929,True
648,Sales,74.89290542520607,False
649,Finance,133.4758180279532,False
650,Operations,950.8500640540045,False
651,Operations,727.2427747841751,False
652,Operations,443.7327991733727,True
653,Tech,259.7779977300447,True
654,Sales,950.4077504257875,False
655,Sales,282.1025571680836,False
656,Finance,566.5404168711599,False
657,Finance,281.01502937727764,True
658,Operations,740.4316204350994,True
659,Finance,213.8766543836871,False
660,Tech,615.665021937232,True
661,Sales,667.146444120915,True
662,Operations,965.7593424388523,True
663,Finance,622.765005944673,False
664,Tech,510.79278530810416,False
665,Tech,423.1033605823105,False
666,Finance,150.52574203303715,True
667,Sales,735.8761979942564,False
668,Finance,284.82463252126695,True
669,Operations,346.9825042426648,False
670,Finance,61.2602431455265,False
671,Tech,676.063958536699,False
672,Finance,770.9187006145866,False
673,Sales,139.6399813906462,False
674,HR,180.1798999729033,True
675,Finance,831.8153797528455,False
676,Sales,747.9913029908903,True
677,Sales,167.57849697798088,False
678,Tech,451.5861728777535,True
679,Sales,346.1688641712682,False
680,Sales,205.68505823912216,False
681,Sales,466.4427384896429,False
682,Sales,859.3623796163597,False
683,Operations,825.4566924233301,False
684,Operations,606.8078449829092,False
685,Tech,581.6938541807162,False
686,Finance,671.91294250274,False
687,Sales,976.554101123491,True
688,Finance,832.1387509673984,False
689,Finance,252.6294766029039,False
690,Tech,493.48019288395636,False
691,Sales,759.1564803004923,True
692,Sales,855.7407259209542,False
693,HR,130.31448480682278,False
694,Finance,709.1780337071032,True
695,Finance,195.2327077252669,True
696,Operations,150.68017961440694,True
697,HR,851.3500987144129,False
698,Operations,797.28466580305,False
699,Operations,759.261405473209,True
700,Operations,72.98849742691586,False
701,Tech,294.01652068172734,False
702,Tech,459.5543717669731,True
703,Operations,886.0429267459233,True
704,HR,547.0106847362422,True
705,Finance,523.7065084915962,True
706,HR,54.38441200048979,False
707,Sales,838.2674067135505,False
708,Tech,605.8425849664563,False
709,Finance,402.7908185024506,False
710,Finance,202.48604217542194,True
711,Sales,448.36224435799977,True
712,Sales,276.7850698302053,True
713,Operations,477.6843016911865,True
714,Tech,341.1731371357588,True
715,Tech,91.77428474331947,False
716,HR,992.8215687781836,True
717,Operations,475.43583265693064,False
718,Operations,822.8759205720543,True
719,Operations,160.3194549986697,True
720,Operations,628.3187602939006,False
721,Tech,548.683798288497,False
722,Tech,955.9264879249473,True
723,Operations,813.4281004026157,False
724,HR,442.6140996917761,True
725,Finance,804.5875920403568,True
726,Finance,437.63200274643543,True
727,HR,772.7771333577509,False
728,Operations,326.8909808804605,True
729,Tech,404.29701161226507,False
730,Finance,625.3809121664111,True
731,Sales,563.8377450387816,False
732,Sales,425.7049073553213,True
733,HR,940.7484248311704,False
734,Operations,528.8389949762186,False
735,Finance,735.188209473395,False
736,Operations,446.1098197796922,True
737,Finance,737.1166567904373,True
738,HR,802.7605491132745,False
739,HR,569.742007263666,True
740,Sales,81.06337583624597,True
741,Operations,528.9899447253997,True
742,Sales,903.9471570866599,True
743,Operations,129.66739633219515,False
744,Sales,604.997890930414,True
745,Tech,82.49529782464495,False
746,Tech,512.877652168178,False
747,Tech,707.304491867713,False
748,Tech,411.48630079853166,True
749,Finance,158.24343234076338,True
750,Tech,950.032855992399,False
751,HR,936.436726533028,False
752,HR,805.4652837106287,False
753,Finance,247.2960867402576,False
754,Tech,784.2343491578806,False
755,Tech,368.16669768407337,True
756,Tech,628.6211257582759,True
757,Sales,474.901018653249,False
758,Operations,287.89538838353633,False
759,Sales,670.4084069780279,False
760,Operations,733.1155838953055,False
761,Tech,551.906833109196,True
762,Tech,203.93101294371,False
763,Sales,519.8061022654381,False
764,Sales,780.5557469818559,False
765,Operations,854.1778472849977,False
766,HR,75.60397489534384,True
767,Operations,227.27762096301876,True
768,Sales,933.5665601030963,True
769,Sales,792.6194589371754,True
770,Finance,732.5812196476709,False
771,Sales,181.04846301765403,False
772,Finance,54.14232049190188,False
773,HR,609.3495020631341,True
774,Operations,872.7386693580311,False
775,Operations,117.68968257523116,True
776,Finance,115.90987983750921,False
777,Operations,998.6256133816928,False
778,Sales,274.5640996216896,True
779,Tech,682.0184791681189,False
780,Finance,579.9285854980118,False
781,Operations,443.8013254110757,False
782,Finance,812.7792980551318,False
783,Finance,275.96908154672724,True
784,Tech,315.866524885166,False
785,Sales,303.06725021844943,False
786,Finance,569.8035859128164,True
787,Operations,673.2486387154008,False
788,HR,138.02096740112165,True
789,Finance,189.35045986810246,False
790,Finance,162.3072313555433,False
791,Tech,668.8151282401976,False
792,Sales,644.1534848185855,False
793,HR,838.636239567116,False
794,Operations,322.1849818084559,True
795,HR,745.9648318070077,False
796,Operations,320.9135544527555,False
797,Sales,764.0920675348978,False
798,Operations,627.58162631127,False
799,Tech,443.25405300575204,True
800,Tech,653.3294894477693,False
801,Tech,853.0524327674725,False
802,Tech,260.82826003062246,False
803,HR,634.2521473682381,True
804,Sales,993.6637191409917,False
805,Operations,807.5396035452521,True
806,Operations,334.3720990684026,False
807,Tech,795.3232741204104,True
808,Tech,520.1237925091414,False
809,Finance,791.7734646792408,True
810,Sales,142.84632890954427,True
811,HR,862.5632469581897,True
812,Operations,994.7097958857483,False
813,Finance,469.6848143710274,True
814,Finance,536.8983109507432,True
815,Operations,227.7367189376723,True
816,HR,699.3841733839231,False
817,Finance,123.65958799054741,True
818,Finance,588.2958035955572,True
819,Sales,447.52787185184366,True
820,HR,239.97401009586503,False
821,Finance,833.7201775806209,True
822,HR,763.5602536549583,True
823,Operations,334.71510494624636,False
824,Tech,416.9540752681091,False
825,Finance,289.95836878674424,False
826,Sales,249.31007402631033,True
827,Operations,260.3104957469385,True
828,HR,177.1118122073098,False
829,Operations,371.998439048098,False
830,Finance,709.0569697346024,True
831,HR,299.95137897938116,True
832,Tech,717.7670687474097,False
833,Operations,777.0682742631137,True
834,Finance,371.2897081595417,True
835,Sales,104.80139535546564,True
836,HR,731.9182653233819,False
837,Operations,181.94008077206865,True
838,Operations,310.25690741845847,False
839,Tech,612.0102662695505,True
840,Tech,923.5519889551205,True
841,Sales,767.4314704133991,True
842,Sales,305.7630171387042,True
843,Finance,822.1403741797037,False
844,Finance,439.30838200453206,False
845,Sales,186.94898613677768,True
846,Sales,343.95110121624606,False
847,HR,830.7183663453158,False
848,Tech,402.3959643463807,True
849,Finance,410.95484576872786,True
850,Tech,977.5916963021564,True
851,Tech,540.445389174613,False
852,Sales,521.9640354016345,True
853,HR,743.406235580843,True
854,Operations,963.6122105212456,True
855,HR,989.8446812050777,False
856,HR,791.227630074895,True
857,Tech,877.9124761612825,True
858,HR,911.9487774808639,True
859,Finance,757.744118245969,False
860,Tech,586.2164792243076,False
861,Finance,287.58815127370724,False
862,Operations,742.2930696704695,True
863,Tech,526.7352004295395,True
864,Operations,921.3182805705575,True
865,Tech,51.30180778654243,False
866,Sales,924.212130633048,False
867,HR,952.4592413824267,True
868,Sales,258.49506488540203,False
869,Operations,885.083118697884,True
870,HR,610.6468314695084,False
871,Tech,328.7132063089537,False
872,HR,691.7164250086784,True
873,Finance,807.6349446934763,True
874,HR,450.43599546485046,False
875,Finance,640.1403299500936,True
876,HR,241.43369610365002,False
877,Finance,80.97157405762891,True
878,Operations,938.7254261450103,True
879,Sales,196.5288810286147,False
880,Tech,538.0809966787086,False
881,HR,130.93605821644644,True
882,Sales,863.0021059872718,True
883,Tech,782.9076707489075,True
884,Tech,233.73917235896414,True
885,Finance,823.0886125057237,False
886,Operations,374.2268997456711,True
887,Operations,847.2215046657533,True
888,Sales,288.15319086856107,True
889,Operations,498.00445894775277,True
890,HR,298.44766699655486,False
891,Operations,686.4210220956797,False
